scenario,seed,S,T0,N,trtmt.allctn,cntrl.mean,sd.Y,reg1.name,reg2.name,reg3.name,reg4.name,reg5.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg5.allctn,reg1.trtmt.mean,reg2.trtmt.mean,reg3.trtmt.mean,reg4.trtmt.mean,reg5.trtmt.mean
32,556172,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
33,978307,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
34,666538,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
35,216576,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
36,587102,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
37,282901,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
38,46448,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
39,1025663,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
40,164530,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
41,878315,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
42,733123,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
43,857303,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
44,773991,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
45,441725,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
46,228254,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
47,537934,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
48,509241,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
49,212365,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
50,707187,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
51,750584,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
52,216547,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
53,499574,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
54,444417,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
55,27727,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
56,944164,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
57,612687,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
58,567289,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
59,7903,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
60,563428,5,5,1508,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.099,0.116,0.116,0.133,0.133
