scenario,seed,S,T0,N,max.followup.time,dropout.rate,sigma.e,reg1.name,reg2.name,reg3.name,reg4.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg1.trtmt.hr,reg2.trtmt.hr,reg3.trtmt.hr,reg4.trtmt.hr
560,145819,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
561,968180,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
562,879902,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
563,945040,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
564,272137,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
565,329766,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
566,187856,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
567,289055,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
568,1040507,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
569,533606,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
570,729680,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
571,74214,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
572,877937,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
573,129188,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
574,95616,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
575,460535,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
576,624905,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
577,515161,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
578,865329,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
579,70366,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
580,882500,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
581,1039676,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
582,169789,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
583,578699,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
584,953883,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
585,938070,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
586,623996,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
587,352237,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
588,311409,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
589,718051,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
590,36577,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
591,559225,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
592,775966,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
593,230188,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
594,221105,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
595,211073,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
596,246760,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
597,561629,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
598,200145,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
599,1007285,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
600,32298,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
601,181261,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
602,686644,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
603,747902,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
604,743191,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
605,203784,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
606,1025126,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
607,854093,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
608,872674,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
609,209861,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
610,381269,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
611,61535,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
612,937817,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
613,784376,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
614,478838,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
615,61311,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
616,53968,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
617,195459,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
618,550218,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
619,639142,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
620,416424,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
621,934861,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
622,865240,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
623,488310,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
624,328288,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
625,12468,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
626,100365,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
627,140854,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
628,63606,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
629,192951,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
630,892738,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
631,813079,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
632,437524,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
633,801915,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
634,787162,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
635,377164,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
636,187874,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
637,213693,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
638,902832,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
639,19914,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
640,463200,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
641,28512,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
642,217959,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
643,744083,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
644,168156,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
645,507257,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
646,823098,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
647,12627,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
648,477837,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
649,308079,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
650,488081,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
651,981387,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
652,151632,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
653,615219,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
654,252499,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
655,344139,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
656,351474,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
657,59077,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
658,146295,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
659,279627,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
660,638123,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
661,1044331,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
662,614192,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
663,421223,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
664,175799,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
665,1019284,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
666,1007527,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
667,435725,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
668,54982,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
669,280079,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
670,755229,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
671,799479,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
672,322515,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
673,607995,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
674,796453,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
675,885407,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
676,964081,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
677,448995,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
678,349837,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
679,981431,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
680,877900,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
681,516879,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
682,686826,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
683,682646,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
684,344634,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
685,863984,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
686,90149,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
687,438845,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
688,182265,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
689,988347,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
690,949213,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
691,688889,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
692,353744,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
693,789420,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
694,350492,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
695,923256,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
696,380208,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
697,1047573,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
698,636274,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
699,1029020,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
700,966229,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
701,857794,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
702,160953,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
703,576633,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
704,536857,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
705,200208,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
706,1036766,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
707,678451,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
708,628161,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
709,455945,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
710,259932,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
711,722692,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
712,381163,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
713,220861,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
714,259296,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
715,429929,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
716,481539,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
717,561882,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
718,837725,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
719,273953,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
720,246456,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
721,380174,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
722,878363,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
723,814087,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
724,863022,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
725,498881,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
726,275323,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
727,709896,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
728,368842,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
729,179856,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
730,698867,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
731,566819,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
732,750714,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
733,605276,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
734,304104,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
735,165421,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
736,604077,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
737,849498,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
738,1030776,4,2,9340,60,0.0082,0.886,Reg1,Reg2,Reg3,Reg4,0.14286,0.28571,0.28571,0.28572,1,0.868,0.868,0.868
