scenario,seed,S,T0,N,trtmt.allctn,cntrl.mean,sd.Y,reg1.name,reg2.name,reg3.name,reg4.name,reg5.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg5.allctn,reg1.trtmt.mean,reg2.trtmt.mean,reg3.trtmt.mean,reg4.trtmt.mean,reg5.trtmt.mean
154,14938,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
155,558076,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
156,273887,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
157,294374,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
158,617043,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
159,402871,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
160,373504,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
161,180893,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
162,717499,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
163,85295,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
164,51743,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
165,860359,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
166,764781,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
167,67785,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
168,332791,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
169,174551,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
170,886600,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
171,381587,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
172,230105,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
173,246569,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
174,784427,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
175,596744,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
176,50911,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
177,204797,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
178,632567,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
179,700593,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
180,242578,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
181,726097,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
182,328656,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
183,49839,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
184,136737,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
185,1000544,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
186,519133,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
187,1043862,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
188,698355,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
189,459543,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
190,947529,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
191,850916,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
192,53411,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
193,3970,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
194,872404,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
195,23684,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
196,626523,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
197,978793,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
198,558572,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
199,48586,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
200,924256,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
201,939903,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
202,335754,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
203,665633,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
204,710431,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
205,507426,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
206,14898,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
207,498319,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
208,148238,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
209,172070,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
210,842640,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
211,582556,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
212,916693,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
213,647818,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
214,410647,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
215,843247,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
216,631676,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
217,320448,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
218,563430,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
219,90901,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
220,19918,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
221,547793,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
222,713346,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
223,496164,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
224,310118,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
225,27711,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
226,385347,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
227,927653,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
228,1030609,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
229,941705,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
230,460639,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
231,811424,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
232,242612,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
233,489047,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
234,370068,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
235,163133,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
236,769029,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
237,911057,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
238,871399,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
239,52480,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
240,724308,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
241,638592,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
242,870149,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
243,916112,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
244,354525,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
245,200105,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
246,901986,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
247,603480,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
248,908329,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
249,320419,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
250,259976,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
251,348073,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
252,507875,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
253,238173,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
254,520455,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
255,456387,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
256,985971,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
257,424638,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
258,517921,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
259,318286,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
260,537149,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
261,532944,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
262,659076,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
263,803083,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
264,675553,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
265,579871,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
266,376123,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
267,773161,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
268,500985,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
269,437559,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
270,194725,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
271,62713,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
272,842618,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
273,103397,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
274,705431,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
275,1023476,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
276,249937,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
277,144559,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
278,534639,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
279,340568,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
280,609552,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
281,772403,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
282,665308,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
283,630774,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
284,615989,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
285,446187,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
286,832195,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
287,337498,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
288,491053,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
289,21992,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
290,493240,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
291,826730,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
292,277428,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
293,265698,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
294,998060,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
295,701256,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
296,655235,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
297,639440,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
298,69044,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
299,298206,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
300,591824,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
301,250598,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
302,1027138,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
303,32725,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
304,699101,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
305,788190,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
306,727245,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
307,420561,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
308,810063,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.082,0.116,0.116,0.116,0.116
