scenario,seed,S,T0,N,trtmt.allctn,cntrl.mean,sd.Y,reg1.name,reg2.name,reg3.name,reg4.name,reg5.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg5.allctn,reg1.trtmt.mean,reg2.trtmt.mean,reg3.trtmt.mean,reg4.trtmt.mean,reg5.trtmt.mean
12,160424,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
13,1016513,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
14,399922,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
15,607860,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
16,569681,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
17,723098,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
18,625850,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
19,329505,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
20,726438,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
21,236776,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
22,380776,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
23,21937,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
24,630231,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
25,869311,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
26,492748,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
27,343300,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
28,128179,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
29,593790,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
30,989085,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
31,104223,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
32,276207,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
33,35516,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
34,140478,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
35,934680,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
36,505999,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
37,52122,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
38,905074,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
39,526639,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
40,769607,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
41,215679,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
42,972585,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
43,671492,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
44,177859,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
45,227874,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
46,528703,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
47,245676,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
48,183171,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
49,656055,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
50,326953,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
51,472308,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
52,955348,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
53,319712,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
54,177426,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
55,491621,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
56,219532,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
57,76901,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
58,662333,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
59,316473,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
60,299308,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
61,433908,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
62,593338,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
63,243205,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
64,8553,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
65,718683,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
66,181568,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
67,724659,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
68,991081,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
69,275683,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
70,376316,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
71,241920,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
72,271194,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
73,135815,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
74,246881,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
75,974569,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
76,1028105,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
77,406442,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
78,141992,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
79,943542,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
80,486601,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
81,501400,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
82,799894,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
83,824432,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
84,195227,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
85,158675,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
86,757548,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
87,527872,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
88,579346,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
89,94401,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
90,1033153,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
91,255458,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
92,436990,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
93,663561,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
94,1009140,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
95,872574,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
96,292777,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
97,686736,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
98,481244,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
99,308273,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
100,358035,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
101,151899,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
102,382888,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
103,981787,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
104,527168,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
105,802147,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
106,101848,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
107,156240,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
108,913018,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
109,857375,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
110,771266,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
111,533239,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
112,946640,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
113,136462,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
114,905306,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
115,1040650,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
116,485303,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
117,140030,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
118,405213,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
119,856727,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
120,175650,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
121,160119,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
122,641064,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
123,693425,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
124,306231,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
125,522090,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
126,1038830,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
127,379557,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
128,543566,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
129,680250,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
130,275379,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
131,664450,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
132,428154,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
133,609822,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
134,506855,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
135,6751,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
136,391525,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
137,88752,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
138,90795,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
139,549420,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
140,108843,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
141,310886,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
142,940135,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
143,902783,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
144,552377,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
145,221862,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
146,931080,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
147,230556,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
148,478877,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
149,853335,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
150,550359,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
151,429574,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
152,401590,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
153,82533,5,5,7650,0.5,0.082,0.205,Reg1,Reg2,Reg3,Reg4,Reg5,0.2,0.2,0.2,0.2,0.2,0.116,0.116,0.116,0.116,0.116
